Created as New Dataset,Natural, 7.3.
cm-1,%T
2787.00,94.91
2786.00,94.91
2785.00,94.91
2784.00,94.90
2783.00,94.91
2782.00,94.92
2781.00,94.93
2780.00,94.95
2779.00,94.98
2778.00,95.01
2777.00,95.03
2776.00,95.04
2775.00,95.04
2774.00,95.04
2773.00,95.05
2772.00,95.06
2771.00,95.08
2770.00,95.09
2769.00,95.09
2768.00,95.09
2767.00,95.10
2766.00,95.12
2765.00,95.16
2764.00,95.18
2763.00,95.20
2762.00,95.21
2761.00,95.21
2760.00,95.21
2759.00,95.21
2758.00,95.21
2757.00,95.22
2756.00,95.23
2755.00,95.25
2754.00,95.27
2753.00,95.28
2752.00,95.27
2751.00,95.26
2750.00,95.25
2749.00,95.25
2748.00,95.26
2747.00,95.27
2746.00,95.28
2745.00,95.30
2744.00,95.32
2743.00,95.33
2742.00,95.33
2741.00,95.32
2740.00,95.32
2739.00,95.32
2738.00,95.33
2737.00,95.35
2736.00,95.37
2735.00,95.39
2734.00,95.41
2733.00,95.42
2732.00,95.41
2731.00,95.40
2730.00,95.40
2729.00,95.42
2728.00,95.45
2727.00,95.47
2726.00,95.47
2725.00,95.47
2724.00,95.47
2723.00,95.47
2722.00,95.49
2721.00,95.52
2720.00,95.54
2719.00,95.54
2718.00,95.54
2717.00,95.53
2716.00,95.52
2715.00,95.53
2714.00,95.54
2713.00,95.55
2712.00,95.56
2711.00,95.57
2710.00,95.58
2709.00,95.59
2708.00,95.61
2707.00,95.62
2706.00,95.62
2705.00,95.62
2704.00,95.63
2703.00,95.64
2702.00,95.65
2701.00,95.66
2700.00,95.66
2699.00,95.67
2698.00,95.67
2697.00,95.67
2696.00,95.68
2695.00,95.69
2694.00,95.69
2693.00,95.68
2692.00,95.68
2691.00,95.69
2690.00,95.70
2689.00,95.72
2688.00,95.73
2687.00,95.72
2686.00,95.72
2685.00,95.72
2684.00,95.73
2683.00,95.75
2682.00,95.76
2681.00,95.76
2680.00,95.77
2679.00,95.77
2678.00,95.79
2677.00,95.79
2676.00,95.79
2675.00,95.79
2674.00,95.78
2673.00,95.78
2672.00,95.77
2671.00,95.77
2670.00,95.78
2669.00,95.78
2668.00,95.80
2667.00,95.82
2666.00,95.84
2665.00,95.85
2664.00,95.85
2663.00,95.83
2662.00,95.80
2661.00,95.76
2660.00,95.74
2659.00,95.74
2658.00,95.76
2657.00,95.77
2656.00,95.78
2655.00,95.76
2654.00,95.74
2653.00,95.72
2652.00,95.72
2651.00,95.72
2650.00,95.71
2649.00,95.71
2648.00,95.70
2647.00,95.69
2646.00,95.69
2645.00,95.69
2644.00,95.70
2643.00,95.70
2642.00,95.70
2641.00,95.68
