Created as New Dataset,Natural, 14.3
cm-1,%T
2820.00,92.84
2819.00,92.86
2818.00,92.89
2817.00,92.91
2816.00,92.93
2815.00,92.94
2814.00,92.94
2813.00,92.95
2812.00,92.95
2811.00,92.96
2810.00,92.98
2809.00,93.00
2808.00,93.01
2807.00,93.03
2806.00,93.05
2805.00,93.07
2804.00,93.09
2803.00,93.10
2802.00,93.11
2801.00,93.12
2800.00,93.14
2799.00,93.16
2798.00,93.19
2797.00,93.21
2796.00,93.23
2795.00,93.25
2794.00,93.27
2793.00,93.28
2792.00,93.29
2791.00,93.29
2790.00,93.28
2789.00,93.29
2788.00,93.31
2787.00,93.34
2786.00,93.36
2785.00,93.38
2784.00,93.40
2783.00,93.41
2782.00,93.43
2781.00,93.44
2780.00,93.46
2779.00,93.47
2778.00,93.48
2777.00,93.48
2776.00,93.48
2775.00,93.48
2774.00,93.49
2773.00,93.49
2772.00,93.51
2771.00,93.53
2770.00,93.57
2769.00,93.59
2768.00,93.59
2767.00,93.60
2766.00,93.61
2765.00,93.63
2764.00,93.66
2763.00,93.68
2762.00,93.69
2761.00,93.70
2760.00,93.70
2759.00,93.70
2758.00,93.70
2757.00,93.71
2756.00,93.71
2755.00,93.71
2754.00,93.72
2753.00,93.73
2752.00,93.76
2751.00,93.78
2750.00,93.80
2749.00,93.80
2748.00,93.80
2747.00,93.81
2746.00,93.82
2745.00,93.82
2744.00,93.82
2743.00,93.82
2742.00,93.83
2741.00,93.85
2740.00,93.87
2739.00,93.87
2738.00,93.88
2737.00,93.88
2736.00,93.89
2735.00,93.90
2734.00,93.92
2733.00,93.94
2732.00,93.95
2731.00,93.96
2730.00,93.98
2729.00,93.99
2728.00,94.00
2727.00,94.01
2726.00,94.01
2725.00,94.01
2724.00,94.01
2723.00,94.02
2722.00,94.03
2721.00,94.03
2720.00,94.04
2719.00,94.05
2718.00,94.08
2717.00,94.11
2716.00,94.13
2715.00,94.13
2714.00,94.13
2713.00,94.13
2712.00,94.15
2711.00,94.17
2710.00,94.19
2709.00,94.20
2708.00,94.21
2707.00,94.21
2706.00,94.21
2705.00,94.21
2704.00,94.21
2703.00,94.21
2702.00,94.22
2701.00,94.23
2700.00,94.23
2699.00,94.24
2698.00,94.24
2697.00,94.25
2696.00,94.26
2695.00,94.26
2694.00,94.27
2693.00,94.28
2692.00,94.29
2691.00,94.30
2690.00,94.30
2689.00,94.29
2688.00,94.28
2687.00,94.27
2686.00,94.27
2685.00,94.27
2684.00,94.26
2683.00,94.27
2682.00,94.28
2681.00,94.29
2680.00,94.31
2679.00,94.32
2678.00,94.33
2677.00,94.32
2676.00,94.32
2675.00,94.32
2674.00,94.32
2673.00,94.32
2672.00,94.33
