Created as New Dataset,50 Du Pont
cm-1,%T
2573.00,81.75
2572.00,81.76
2571.00,81.77
2570.00,81.76
2569.00,81.74
2568.00,81.73
2567.00,81.72
2566.00,81.72
2565.00,81.72
2564.00,81.72
2563.00,81.72
2562.00,81.71
2561.00,81.70
2560.00,81.69
2559.00,81.69
2558.00,81.69
2557.00,81.69
2556.00,81.68
2555.00,81.66
2554.00,81.65
2553.00,81.64
2552.00,81.64
2551.00,81.66
2550.00,81.67
2549.00,81.67
2548.00,81.66
2547.00,81.63
2546.00,81.62
2545.00,81.62
2544.00,81.63
2543.00,81.65
2542.00,81.68
2541.00,81.70
2540.00,81.70
2539.00,81.69
2538.00,81.67
2537.00,81.65
2536.00,81.64
2535.00,81.64
2534.00,81.66
2533.00,81.68
2532.00,81.71
2531.00,81.73
2530.00,81.73
2529.00,81.72
2528.00,81.71
2527.00,81.70
2526.00,81.70
2525.00,81.69
2524.00,81.67
2523.00,81.65
2522.00,81.66
2521.00,81.67
2520.00,81.68
2519.00,81.68
2518.00,81.66
2517.00,81.65
2516.00,81.64
2515.00,81.65
2514.00,81.65
2513.00,81.64
2512.00,81.64
2511.00,81.65
2510.00,81.66
2509.00,81.66
2508.00,81.66
2507.00,81.65
2506.00,81.63
2505.00,81.62
2504.00,81.62
2503.00,81.63
2502.00,81.64
2501.00,81.64
2500.00,81.64
2499.00,81.64
2498.00,81.65
2497.00,81.66
2496.00,81.67
2495.00,81.68
2494.00,81.68
2493.00,81.69
2492.00,81.69
2491.00,81.68
2490.00,81.67
2489.00,81.67
2488.00,81.67
2487.00,81.68
2486.00,81.69
2485.00,81.69
2484.00,81.69
2483.00,81.70
2482.00,81.71
2481.00,81.73
2480.00,81.73
2479.00,81.73
2478.00,81.73
2477.00,81.72
2476.00,81.71
2475.00,81.70
2474.00,81.68
2473.00,81.66
2472.00,81.65
2471.00,81.65
2470.00,81.67
2469.00,81.69
2468.00,81.69
2467.00,81.68
2466.00,81.67
2465.00,81.67
2464.00,81.67
2463.00,81.67
2462.00,81.67
2461.00,81.65
2460.00,81.64
