Created as New Dataset,17.1 Raw, thrown
cm-1,%T
3254.00,94.63
3253.00,94.66
3252.00,94.69
3251.00,94.72
3250.00,94.77
3249.00,94.82
3248.00,94.86
3247.00,94.89
3246.00,94.90
3245.00,94.92
3244.00,94.94
3243.00,94.97
3242.00,95.01
3241.00,95.04
3240.00,95.07
3239.00,95.11
3238.00,95.14
3237.00,95.18
3236.00,95.21
3235.00,95.23
3234.00,95.25
3233.00,95.27
3232.00,95.29
3231.00,95.31
3230.00,95.33
3229.00,95.34
3228.00,95.36
3227.00,95.38
3226.00,95.40
3225.00,95.42
3224.00,95.43
3223.00,95.44
3222.00,95.46
3221.00,95.48
3220.00,95.52
3219.00,95.55
3218.00,95.58
3217.00,95.60
3216.00,95.61
3215.00,95.62
3214.00,95.63
3213.00,95.64
3212.00,95.66
3211.00,95.68
3210.00,95.70
3209.00,95.73
3208.00,95.75
3207.00,95.78
3206.00,95.79
3205.00,95.80
3204.00,95.81
3203.00,95.82
3202.00,95.84
3201.00,95.87
3200.00,95.90
3199.00,95.93
3198.00,95.96
3197.00,95.97
3196.00,95.97
3195.00,95.98
3194.00,96.00
3193.00,96.02
3192.00,96.05
3191.00,96.07
3190.00,96.08
3189.00,96.10
3188.00,96.11
3187.00,96.14
3186.00,96.18
3185.00,96.22
3184.00,96.24
3183.00,96.26
3182.00,96.27
3181.00,96.27
3180.00,96.29
3179.00,96.32
3178.00,96.36
3177.00,96.40
3176.00,96.43
3175.00,96.45
3174.00,96.48
3173.00,96.51
3172.00,96.55
3171.00,96.59
3170.00,96.62
3169.00,96.62
3168.00,96.62
3167.00,96.62
3166.00,96.63
3165.00,96.64
3164.00,96.66
3163.00,96.68
3162.00,96.70
3161.00,96.73
3160.00,96.75
3159.00,96.77
3158.00,96.79
3157.00,96.82
3156.00,96.84
3155.00,96.87
3154.00,96.90
3153.00,96.93
3152.00,96.96
3151.00,96.98
3150.00,96.99
3149.00,97.00
3148.00,97.01
3147.00,97.02
3146.00,97.04
3145.00,97.06
3144.00,97.08
3143.00,97.09
3142.00,97.10
3141.00,97.11
3140.00,97.13
3139.00,97.16
3138.00,97.18
3137.00,97.18
3136.00,97.17
3135.00,97.16
3134.00,97.17
3133.00,97.19
3132.00,97.22
3131.00,97.25
3130.00,97.27
3129.00,97.27
3128.00,97.28
3127.00,97.29
3126.00,97.30
3125.00,97.31
3124.00,97.32
3123.00,97.32
3122.00,97.32
3121.00,97.32
3120.00,97.33
3119.00,97.33
3118.00,97.34
3117.00,97.36
3116.00,97.37
3115.00,97.38
3114.00,97.38
3113.00,97.38
3112.00,97.38
3111.00,97.38
3110.00,97.38
3109.00,97.38
3108.00,97.38
3107.00,97.39
3106.00,97.38
3105.00,97.38
3104.00,97.37
3103.00,97.36
3102.00,97.35
3101.00,97.34
3100.00,97.33
3099.00,97.33
3098.00,97.33
3097.00,97.34
3096.00,97.34
3095.00,97.34
3094.00,97.35
3093.00,97.36
3092.00,97.36
3091.00,97.36
3090.00,97.35
3089.00,97.34
3088.00,97.33
3087.00,97.32
3086.00,97.31
3085.00,97.31
3084.00,97.31
3083.00,97.32
3082.00,97.33
3081.00,97.33
3080.00,97.32
3079.00,97.31
3078.00,97.31
3077.00,97.32
3076.00,97.32
3075.00,97.31
3074.00,97.30
3073.00,97.30
3072.00,97.30
3071.00,97.31
3070.00,97.32
3069.00,97.33
3068.00,97.34
3067.00,97.36
3066.00,97.37
3065.00,97.36
3064.00,97.35
3063.00,97.34
3062.00,97.35
3061.00,97.36
3060.00,97.38
3059.00,97.39
3058.00,97.41
3057.00,97.43
3056.00,97.46
3055.00,97.47
3054.00,97.49
3053.00,97.51
3052.00,97.53
3051.00,97.54
3050.00,97.54
3049.00,97.55
3048.00,97.56
3047.00,97.58
3046.00,97.60
3045.00,97.62
3044.00,97.63
3043.00,97.64
3042.00,97.65
3041.00,97.67
3040.00,97.70
3039.00,97.73
3038.00,97.75
3037.00,97.76
3036.00,97.77
3035.00,97.77
3034.00,97.78
3033.00,97.80
3032.00,97.82
3031.00,97.83
3030.00,97.84
3029.00,97.85
3028.00,97.86
3027.00,97.87
3026.00,97.89
3025.00,97.90
3024.00,97.90
3023.00,97.90
3022.00,97.90
3021.00,97.90
3020.00,97.91
3019.00,97.92
3018.00,97.93
3017.00,97.95
3016.00,97.96
3015.00,97.96
3014.00,97.95
3013.00,97.95
3012.00,97.96
3011.00,97.98
3010.00,98.00
3009.00,98.01
3008.00,98.02
3007.00,98.03
3006.00,98.03
3005.00,98.04
3004.00,98.04
3003.00,98.03
3002.00,98.02
3001.00,98.00
3000.00,97.99
2999.00,97.99
2998.00,98.01
2997.00,98.02
2996.00,98.03
2995.00,98.03
2994.00,98.01
2993.00,97.99
2992.00,97.97
2991.00,97.96
2990.00,97.94
2989.00,97.92
2988.00,97.91
2987.00,97.90
2986.00,97.89
2985.00,97.88
2984.00,97.87
2983.00,97.85
2982.00,97.82
2981.00,97.79
2980.00,97.75
2979.00,97.73
2978.00,97.71
2977.00,97.70
2976.00,97.69
2975.00,97.68
2974.00,97.65
2973.00,97.62
2972.00,97.59
2971.00,97.56
2970.00,97.52
2969.00,97.49
2968.00,97.44
2967.00,97.38
2966.00,97.33
2965.00,97.28
2964.00,97.26
2963.00,97.26
2962.00,97.25
2961.00,97.22
2960.00,97.18
2959.00,97.14
2958.00,97.10
2957.00,97.07
2956.00,97.05
2955.00,97.03
2954.00,97.02
2953.00,97.01
2952.00,97.00
2951.00,96.98
2950.00,96.96
2949.00,96.93
2948.00,96.89
2947.00,96.85
2946.00,96.80
2945.00,96.75
2944.00,96.71
2943.00,96.66
2942.00,96.61
2941.00,96.56
2940.00,96.49
2939.00,96.42
2938.00,96.35
2937.00,96.30
2936.00,96.24
2935.00,96.18
2934.00,96.12
2933.00,96.05
2932.00,95.99
2931.00,95.93
2930.00,95.88
2929.00,95.85
2928.00,95.84
2927.00,95.84
2926.00,95.84
2925.00,95.84
2924.00,95.83
2923.00,95.83
2922.00,95.85
2921.00,95.89
2920.00,95.94
2919.00,95.99
2918.00,96.05
2917.00,96.12
2916.00,96.20
2915.00,96.29
2914.00,96.38
2913.00,96.47
2912.00,96.54
2911.00,96.61
2910.00,96.67
2909.00,96.74
2908.00,96.79
2907.00,96.85
2906.00,96.89
2905.00,96.93
2904.00,96.96
2903.00,97.00
2902.00,97.04
2901.00,97.08
2900.00,97.12
2899.00,97.15
2898.00,97.19
2897.00,97.23
2896.00,97.27
2895.00,97.32
2894.00,97.35
2893.00,97.38
2892.00,97.39
2891.00,97.40
2890.00,97.41
2889.00,97.44
2888.00,97.46
2887.00,97.49
2886.00,97.50
2885.00,97.51
2884.00,97.51
2883.00,97.50
2882.00,97.50
2881.00,97.49
2880.00,97.50
2879.00,97.50
2878.00,97.49
2877.00,97.48
2876.00,97.46
2875.00,97.44
2874.00,97.42
2873.00,97.41
2872.00,97.40
2871.00,97.40
2870.00,97.39
2869.00,97.39
2868.00,97.38
2867.00,97.36
2866.00,97.34
2865.00,97.32
2864.00,97.30
2863.00,97.27
2862.00,97.23
2861.00,97.19
2860.00,97.15
2859.00,97.11
2858.00,97.07
2857.00,97.03
2856.00,97.00
2855.00,96.98
2854.00,96.97
2853.00,96.97
2852.00,96.98
2851.00,97.02
2850.00,97.09
2849.00,97.17
2848.00,97.26
2847.00,97.36
2846.00,97.47
2845.00,97.57
2844.00,97.67
2843.00,97.75
2842.00,97.83
2841.00,97.89
2840.00,97.95
2839.00,98.00
2838.00,98.04
2837.00,98.07
2836.00,98.09
2835.00,98.11
2834.00,98.14
2833.00,98.17
2832.00,98.20
2831.00,98.23
2830.00,98.25
2829.00,98.26
2828.00,98.26
2827.00,98.27
2826.00,98.28
2825.00,98.30
2824.00,98.31
2823.00,98.33
2822.00,98.33
2821.00,98.33
2820.00,98.33
2819.00,98.33
2818.00,98.34
2817.00,98.36
2816.00,98.38
2815.00,98.39
2814.00,98.41
2813.00,98.42
2812.00,98.42
2811.00,98.43
2810.00,98.43
2809.00,98.43
2808.00,98.43
2807.00,98.43
2806.00,98.43
2805.00,98.44
2804.00,98.45
2803.00,98.45
2802.00,98.46
2801.00,98.48
2800.00,98.50
2799.00,98.51
2798.00,98.51
2797.00,98.51
2796.00,98.50
2795.00,98.51
2794.00,98.51
2793.00,98.52
2792.00,98.53
2791.00,98.54
2790.00,98.55
2789.00,98.55
2788.00,98.56
2787.00,98.56
2786.00,98.57
2785.00,98.58
2784.00,98.59
2783.00,98.60
2782.00,98.61
2781.00,98.62
2780.00,98.62
2779.00,98.62
2778.00,98.62
2777.00,98.63
2776.00,98.63
2775.00,98.64
2774.00,98.64
2773.00,98.64
2772.00,98.63
2771.00,98.64
2770.00,98.64
2769.00,98.64
2768.00,98.64
2767.00,98.64
2766.00,98.65
2765.00,98.67
2764.00,98.69
2763.00,98.70
2762.00,98.70
2761.00,98.71
2760.00,98.71
2759.00,98.72
2758.00,98.73
2757.00,98.73
2756.00,98.73
2755.00,98.73
2754.00,98.73
2753.00,98.73
2752.00,98.73
2751.00,98.73
2750.00,98.74
2749.00,98.74
2748.00,98.75
2747.00,98.75
2746.00,98.75
2745.00,98.75
2744.00,98.76
2743.00,98.76
2742.00,98.76
2741.00,98.76
2740.00,98.76
2739.00,98.76
2738.00,98.76
2737.00,98.78
2736.00,98.78
2735.00,98.79
2734.00,98.79
2733.00,98.79
2732.00,98.79
2731.00,98.79
2730.00,98.80
2729.00,98.80
2728.00,98.81
2727.00,98.81
2726.00,98.81
2725.00,98.81
2724.00,98.82
2723.00,98.83
2722.00,98.83
2721.00,98.84
